Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
Browns,3,372.2043769,109545.7239,45_and_up,15526.96793,No,1249.4283,No,Female,After_16:00,0.81053336,0.430537808,8864,809.7005276,39.26178431,10448.88271,649.2305254,70.90509152,28.45523726,7.136,99676.69942,Maybe,779597.4631,9.466760815,882.9481656,13.41014449,124.0681256,100,Education,16,612.9005993,5,Public_or_other,Public_Sector,Yes,0,864.8060175
Turquoises,2,350.3323899,55234.65644,45_and_up,13763.7534,No,654.3440027,Yes,Male,After_16:00,0.815456292,0.384673595,3615,384.0049091,,5497.917018,168.9443018,29.57610984,19.5960432,6.385,50787.49854,No,223720.2212,2.210078973,472.99072,72.39049659,116.7774633,70,Social,13,121.2761462,2,Foot_or_bicycle,Hightech,Yes,0,522.8810251
Turquoises,3,685.6515383,105458.8552,45_and_up,52473.8874,No,661.8845113,Yes,Male,After_16:00,0.597189949,0.618450027,6977,415.4563418,0.729844323,5445.159834,385.5202384,20.06289926,20.38274618,3.023,52204.96878,No,212912.7676,0.358531582,461.424715,85.6406294,228.5505128,60,Financial,9,94.35354411,1,Motorcycle_or_truck,Public_Sector,Yes,1,483.6626644
Yellows,8,-204.8966815,-18283.05792,30-45,4606.440005,Yes,690.9853922,Yes,Male,By_16:00,0.92929024,0.691652945,8487,521.3716823,64.83210684,3719.661964,197.8788907,76.21243545,22.83356482,5.513,55229.65404,No,71658.9319,2.587943219,267.69186,73.99182408,-68.29889383,100,Education,12,257.9377396,2,Public_or_other,Hightech,No,1,389.9633844
Khakis,2,259.8738633,,Below_30,7600.449601,No,600.0621812,Yes,Female,After_16:00,0.752084694,0.20922513,4231,398.5149245,62.36686914,4045.915181,945.2684843,18.83666061,19.96283859,5.769,47014.15423,Yes,105552.559,2.472246115,324.8885332,7.71608362,86.6246211,70,Social,7,218.4418298,,Motorcycle_or_truck,Hightech,No,1,417.8197915
Oranges,5,105.0497122,12189.35261,30-45,1271.176796,Yes,796.1330812,Yes,Female,After_16:00,0.423482057,0.752103302,8755,570.2539983,79.83140198,4621.532083,317.5583496,4.883946618,23.87999159,3.245,62950.39594,No,121175.2869,3.412715672,348.1024086,70.2652016,35.01657072,50,Other,10,167.4008071,1,Foot_or_bicycle,Services_or_Retail,No,1,496.1884836
Reds,8,371.948824,60270.2039,30-45,15505.75269,Yes,810.8912606,Yes,Male,By_16:00,0.94443919,0.922781714,4835,508.4203651,40.49526136,5878.009794,230.703,2.715402911,22.54817875,7.165,62953.87372,Yes,236309.6467,5.220268946,486.1169064,5.97035056,123.9829413,40,Foreign_Affairs,7,110.6008411,2,Motorcycle_or_truck,,No,0,609.4024827
Greens,8,456.2080063,43953.43766,30-45,23287.15211,No,827.8845529,Yes,Female,After_16:00,0.096454217,0.761419566,5104,512.3582719,41.59682381,3915.071627,84.00108921,15.31765654,22.63533238,4.896,61443.75903,Maybe,83541.52507,8.180401835,289.0355083,19.7724466,152.0693354,,Healthcare,10,274.8367662,1,Public_or_other,Public_Sector,No,,675.7171147
Khakis,4,120.0222023,,Below_30,1650.599517,No,547.7605229,Yes,Male,By_16:00,0.868821706,0.107788768,5599,359.7825202,59.4513152,3816.663171,373.886748,98.90804121,18.967934,4.401,42924.99101,Yes,95920.16832,6.335145656,309.7098131,87.09143489,40.00740077,90,Environment,9,262.4385891,1,Public_or_other,Public_Sector,Yes,3,385.9705468
Turquoises,3,493.9459532,69203.4097,Below_30,27283.82695,No,726.3349923,Yes,Female,After_16:00,0.134065647,0.420649809,9540,460.2749146,73.35722202,5123.645892,918.0202789,23.19844076,21.45401861,0.46,56389.86047,Yes,176660.1651,7.730603172,420.3096063,33.11400425,164.6486511,60,Financial,11,97.66120756,2,Motorcycle_or_truck,Student_or_Unemployed,Yes,,540.1132172
Pinks,2,353.4256762,44714.88917,Below_30,14006.66507,Yes,684.6911887,Yes,Female,After_16:00,0.355085347,0.239003906,4081,448.9480324,40.36128751,4693.451299,182.2365113,17.93081295,21.18839381,5.919,53531.67722,Yes,144062.3954,2.617138703,379.5555235,74.01188547,117.8085587,100,Education,11,131.6334455,0,Car,Services_or_Retail,No,0,485.3648143
Browns,4,480.8904716,158164.6672,45_and_up,25865.36856,Yes,1448.741536,No,Female,After_16:00,0.953391969,0.832035876,,947.1176707,30.27081324,11761.22231,464.5966217,84.90102345,30.77527694,12.999,115435.9166,Yes,973574.3182,3.476317837,986.6986967,47.10157563,160.2968239,70,Social,9,825.9195807,2,Motorcycle_or_truck,Student_or_Unemployed,No,2,995.3315262
Browns,6,313.6804717,82926.36495,45_and_up,11047.38664,Yes,1118.140591,No,Male,After_16:00,0.298668684,0.967842587,6459,692.7306391,91.86279855,9316.432993,960.6071108,93.72327905,26.31977658,9.541,88008.27478,No,629003.1234,8.030881775,793.0971715,14.17845106,104.5601572,100,Education,,482.1248415,1,Car,,Yes,0,830.7465973
Khakis,10,89.83257106,9731.285876,Below_30,936.5987263,Yes,575.7824891,Yes,Female,After_16:00,0.020692278,0.968008713,8644,387.2443121,6.857636478,4024.29627,594.331481,2.979129646,19.67852413,1.356,45463.38643,No,105612.4973,2.460616203,324.9807646,54.14845701,29.94419035,80,Healthcare,7,235.6892143,2,Motorcycle_or_truck,Services_or_Retail,,0,389.5290635
Pinks,3,200.3331745,24889.77906,30-45,4536.042258,Yes,670.6345749,Yes,Female,By_16:00,0.527425901,0.93472071,5126,397.6253941,50.58532201,4522.508512,747.7062854,9.754177113,19.94054648,4.874,50819.33023,Maybe,138924.5014,9.187032799,372.7257724,9.378825012,66.77772483,60,Financial,7,171.1143306,3,Car,Hightech,Yes,0,550.998286
Reds,1,440.9548987,85096.27371,30-45,21761.56527,No,743.0705132,No,Male,By_16:00,0.844496753,0.707373607,7356,445.4525236,56.88813347,6680.359295,318.9749729,77.40670198,21.10574622,4.644,58554.63428,No,335177.8048,2.927653254,578.9454248,13.93548243,146.9849662,40,Foreign_Affairs,10,117.9202371,2,Car,Hightech,No,1,568.5373989
Yellows,1,-67.72634919,-11429.39716,Below_30,497.0754808,Yes,785.5414915,No,Female,By_16:00,0.506610403,0.570842421,3421,584.2115912,88.53049185,6231.17821,856.5632117,49.03100347,24.1704694,10.579,64963.29226,Yes,256314.8847,1.732439415,506.2755027,36.8377289,-22.57544973,100,Education,13,117.5352034,3,Public_or_other,Industry_or_other,Yes,0,418.2470183
Browns,5,921.6457864,307090.4101,45_and_up,94698.43255,No,1482.06048,No,Female,After_16:00,0.559107289,0.566129772,4898,983.8218478,60.85894606,11963.5797,57.74149904,24.17143025,31.36593451,11.102,118545.2661,No,999187.3669,5.582626911,999.5936009,13.43933458,307.2152621,60,Financial,11,852.6692466,0,Foot_or_bicycle,Services_or_Retail,Yes,1,993.3229142
Whites,3,,51102.67667,45_and_up,9914.376308,Yes,624.1979274,No,Male,By_16:00,0.596727043,0.822413132,6231,384.4372214,77.93302629,5929.614713,590.2281194,95.92934514,19.6070707,3.769,49951.69934,Maybe,266332.4014,3.201717378,516.0740271,80.80088452,99.02198907,100,Education,11,125.7136708,2,Foot_or_bicycle,Industry_or_other,No,3,453.1940509
Browns,9,335.4377463,111140.2481,30-45,12623.8661,No,1286.756683,No,Female,After_16:00,0.290475507,0.033077762,7755,764.2846889,80.16915086,11468.43893,145.1006739,41.7632143,27.64569928,8.245,101017.6347,Yes,988010.0677,2.912346215,993.9869555,56.75533484,111.8125821,100,Education,13,750.2493164,4,Foot_or_bicycle,Hightech,No,0,999.0035348
Whites,6,609.7020573,91833.29163,30-45,41517.30054,No,702.4022499,Yes,Male,,0.76675329,0.6556724,8593,470.7408077,76.30258659,5460.080029,177.5208465,1.974626095,21.69656212,1.407,56084.16071,Maybe,204177.3162,9.097897764,451.8598413,67.17170274,203.2340191,60,Financial,7,65.23837757,0,Public_or_other,Services_or_Retail,No,0,467.0990775
Reds,2,338.8388045,54673.16995,30-45,12879.80576,No,677.3139831,Yes,Male,By_16:00,0.993223931,0.621854073,3428,399.5264099,9.488432272,5639.68818,8.727140725,22.54221032,19.98815674,8.572,52580.55049,No,234317.5069,0.660729855,484.063536,28.28991718,112.9462682,40,Foreign_Affairs,7,108.8306292,2,Public_or_other,Student_or_Unemployed,No,1,538.6677212
Greens,7,374.6959755,36431.60104,45_and_up,15734.57355,No,827.7620569,Yes,Male,After_16:00,0.505757132,0.023147482,7463,546.9085203,63.86230693,4010.709943,413.2734183,69.86733656,23.38607535,2.537,62804.6707,No,85082.64203,9.567186965,291.6892902,60.13811356,124.8986585,90,Environment,14,241.467453,1,Motorcycle_or_truck,Industry_or_other,Yes,1,612.7509192
Blues,8,2180.343518,396835.342,45_and_up,528947.654,Yes,337.3513527,No,Male,After_16:00,0.898606886,0.649130926,4377,67.08285515,84.26368805,5594.342129,858.6487991,74.2762092,8.190412392,9.623,24878.17919,Maybe,298135.2653,6.974282342,546.0176419,9.422397194,726.7811726,100,Education,12,438.8478506,0,Car,Student_or_Unemployed,No,0,444.7500377
Violets,3,124.37666,36286.85245,Below_30,1770.29817,Yes,1298.931326,No,Male,By_16:00,0.447925957,0.984803692,9812,884.4172995,40.86409858,10521.32541,644.7529453,21.27652152,29.73915432,6.188,104742.4373,Maybe,766060.9535,5.856595801,,48.1138035,41.45888666,70,Social,12,630.918374,3,Public_or_other,Industry_or_other,Yes,0,830.8616959
Violets,6,125.1896577,40377.31519,30-45,1793.113263,Yes,1223.74097,No,Female,After_16:00,0.823995527,0.326583552,7413,881.543465,65.06782281,11438.96174,672.6141653,8.840589388,29.69079765,8.587,102317.7471,No,936225.5342,6.908539531,967.5874814,22.86616713,41.7298859,,Environment,12,626.2305455,0,Public_or_other,Public_Sector,No,0,667.1862064
Browns,7,763.1822211,179845.374,45_and_up,64980.73881,No,958.8608686,No,Female,By_16:00,0.600622792,0.328053704,5455,560.5410783,47.18212334,8190.640476,675.0774614,1.0046012,23.67574874,10.545,74510.7379,No,499786.5483,4.734635749,706.9558319,51.12686388,254.3940737,80,Healthcare,12,343.4756266,3,Car,,No,1,767.3566299
Blues,10,1119.992211,101185.262,Below_30,139759.17,No,1203.201046,Yes,Female,By_16:00,0.676695351,0.09182645,8294,775.4932728,65.58541672,4261.324911,546.2608195,47.09945526,27.84767985,5.706,88642.10802,Maybe,73459.34054,3.239612482,271.0338365,73.11631774,373.3307371,80,Healthcare,11,580.1194026,2,Car,Hightech,Yes,3,956.3074335
Greys,5,871.0970892,118434.2894,30-45,84612.60334,Yes,724.2688252,Yes,Male,By_16:00,0.232612712,0.045365858,6777,487.229887,20.25752263,5053.257335,770.1161159,2.107747225,22.07328446,5.223,57181.14857,No,166365.8955,7.527573158,407.8797561,,290.3656964,40,Foreign_Affairs,8,93.54282323,4,Motorcycle_or_truck,Services_or_Retail,No,0,489.9479027
Browns,4,100.4263573,33214.22792,Below_30,1164.081369,Yes,1392.684534,No,Female,By_16:00,0.335515677,0.258832426,6324,891.618804,86.56206783,11705.20296,528.3994395,0.81113209,29.85998667,9.676,110783.2114,Yes,984453.9638,4.765156936,992.1965349,40.94439186,33.47545245,80,Healthcare,11,792.4405708,3,Motorcycle_or_truck,Industry_or_other,No,0,982.0159143
Greens,4,178.8417984,17564.45804,Below_30,3623.434917,Yes,773.6751654,Yes,Male,After_16:00,0.91435961,0.242724592,9076,486.5344959,40.12157298,3919.436932,831.6926737,5.676603341,,0.924,58022.7854,Maybe,86810.84039,7.315361921,294.636794,9.923610208,59.6139328,100,Education,12,234.6227608,2,Motorcycle_or_truck,Public_Sector,No,0,612.6608794
Turquoises,4,146.1301966,22670.25433,45_and_up,2431.380549,Yes,704.7996233,Yes,Male,By_16:00,0.811029849,0.997085727,9301,445.8575671,55.72790653,5545.836224,220.6491823,81.31243067,21.11533962,0.699,55401.99491,Yes,216608.4312,2.818299457,465.412109,67.00795731,48.71006552,,Education,14,65.74933973,2,Public_or_other,Public_Sector,Yes,0,513.973204
Pinks,5,553.9996366,125950.8145,Below_30,34296.39958,Yes,849.9530286,No,Male,After_16:00,0.132906269,0.399479449,6079,615.6881061,96.01041176,8051.821903,570.5584201,66.88214648,24.81306321,3.921,71320.75286,Maybe,465184.7943,4.056391241,682.0445691,13.10546186,184.6665455,80,Healthcare,9,220.2856331,2,Car,Student_or_Unemployed,Yes,3,455.2585524
Blues,2,1406.176872,260193.4795,45_and_up,220182.4362,No,1351.254893,No,Male,By_16:00,0.716008168,0.781813179,5088,983.7210665,18.55745118,7518.52503,979.2240728,5.360739888,31.36432793,8.912,107012.701,Maybe,308145.2133,9.241732594,555.1082897,59.94598467,468.725624,80,Healthcare,11,583.0346053,1,Foot_or_bicycle,Student_or_Unemployed,Yes,0,820.7902075
Turquoises,5,1019.121742,120452.955,45_and_up,115750.7211,No,693.7106781,Yes,Female,By_16:00,,0.349813402,6908,472.1209712,23.26285692,4490.02897,838.5574848,48.49411151,21.72834488,3.092,54531.33659,Maybe,125726.0564,0.890065406,354.5787027,88.03145404,339.7072473,90,Environment,13,151.7705246,1,Car,Services_or_Retail,No,1,466.6878674
Greys,2,45.802548,9141.506213,Below_30,258.3645608,No,841.7245899,No,Female,By_16:00,0.190668161,0.265697714,3416,594.3901626,7.218876737,7176.333384,533.4173229,17.44156971,24.38011818,8.584,69087.35721,Yes,358507.9164,5.397979117,598.7553059,84.16741411,15.267516,30,Military,9,136.7501555,2,Public_or_other,Hightech,Yes,0,493.795826
Purples,5,233.4363293,65585.16966,30-45,6142.536535,No,1302.892207,No,Female,By_16:00,0.008300533,0.623127407,5976,883.8592484,89.37713352,10196.37695,195.3999363,95.45857375,29.72977041,10.024,104501.545,No,710422.833,1.379150685,842.8658452,36.6928173,77.81210976,60,Financial,10,620.3257872,5,Foot_or_bicycle,Student_or_Unemployed,Yes,0,846.2645982
Oranges,3,206.6753416,43244.80716,Below_30,4824.969206,Yes,547.1626855,No,Female,After_16:00,0.217883928,0.726172369,6653,302.3647652,19.50368776,6881.938048,100.7828701,26.31193637,17.38863897,5.347,44624.50203,Yes,394033.4678,1.458273544,627.7208518,26.45785152,68.89178053,50,Other,10,247.1210928,4,Motorcycle_or_truck,Services_or_Retail,Yes,0,424.5246233
Yellows,3,1611.325248,123735.8778,45_and_up,289032.5589,Yes,643.2510616,Yes,Male,,0.399379973,0.45999626,7984,358.5228751,72.77541782,3020.786935,990.0172038,58.17965376,18.93470029,6.016,46285.17088,No,53072.23445,2.634751857,230.3741185,75.33068284,537.108416,100,Education,12,318.9910092,1,Car,Industry_or_other,No,2,595.0861244
Violets,8,718.8137471,228790.066,30-45,57659.96048,Yes,1070.743233,No,Female,By_16:00,0.80088719,0.612265814,5614,710.4288938,41.48888809,10969.50931,905.8991808,97.03407516,26.65387202,10.386,88517.07193,Yes,911767.4586,4.653980159,954.865152,12.12468918,239.6045824,100,Education,13,529.7902829,5,Foot_or_bicycle,Public_Sector,Yes,3,671.7414277
Violets,6,318.3493914,82157.27404,45_and_up,11376.82035,Yes,950.7401254,No,Male,After_16:00,0.694601496,,6606,634.7148734,54.43429761,9011.609527,396.156183,75.7915566,25.19354825,,77834.34281,No,599413.4775,0.273444981,774.217978,75.77742073,106.1164638,100,Education,15,322.785989,5,Car,Public_Sector,No,0,604.149883
Blues,7,1075.083172,167701.2831,Below_30,128791.0085,Yes,410.0042548,Yes,Female,After_16:00,0.140670688,0.939629233,3768,215.4354756,60.2826745,5110.544694,606.3909086,86.69256675,14.67772038,10.232,32978.80052,No,218993.4634,1.8941904,467.9673743,18.7961072,358.3610574,100,Education,15,328.6988807,3,Motorcycle_or_truck,Student_or_Unemployed,No,2,338.6311787
Reds,3,232.7875634,46377.90268,45_and_up,6108.712486,No,,No,Female,After_16:00,0.011898603,0.536074094,3117,501.0641468,18.11733402,6978.981438,707.6847223,26.42520571,22.38446217,8.883,63879.4501,Maybe,357227.7351,1.16106465,597.6853145,71.26674112,77.59585447,50,Other,9,134.7200329,4,Foot_or_bicycle,Services_or_Retail,Yes,0,592.7681745
Purples,1,169.2093694,30071.36578,30-45,3247.715422,No,1022.294586,No,Male,After_16:00,0.866572241,0.42249712,9749,643.2563388,52.64120891,6618.019891,109.0817326,44.39928108,25.36249867,6.251,78466.3146,Maybe,284249.6917,9.471625958,533.1507213,31.65292973,56.40312313,70,Social,12,316.3479493,1,Public_or_other,Hightech,Yes,0,780.0976188
Yellows,5,-16.87066904,-3078.093117,45_and_up,36.00082963,No,716.632953,No,Female,After_16:00,0.048492273,0.285821362,3787,566.143899,15.61652801,6605.858129,770.3417591,99.06169549,23.79377858,10.213,61605.49755,Yes,299599.7217,5.632749281,,4.520049598,-5.623556346,90,Environment,14,211.5323529,2,Foot_or_bicycle,Public_Sector,No,0,304.7354811
Khakis,4,219.5822265,36402.19052,Below_30,5440.566764,No,708.4216116,Yes,Male,After_16:00,0.788581198,0.309270668,7842,463.180281,24.34151853,5899.739934,228.6459748,18.30304535,21.52162357,2.158,56633.1434,No,247345.0237,2.413546911,497.3379372,57.74504174,73.1940755,90,Environment,9,40.37404906,2,Public_or_other,Student_or_Unemployed,Yes,0,483.6511299
Khakis,9,192.7433582,22806.02978,30-45,4202.025802,Yes,609.2573678,Yes,Male,After_16:00,0.781280398,0.912868283,7868,396.1068239,35.40575015,4341.912583,658.5844602,85.28665227,19.90243261,2.132,47717.189,No,126003.6253,8.849220707,354.9698935,24.06240541,64.24778608,100,Education,9,190.0369557,4,Car,Public_Sector,No,1,434.5284739
Yellows,3,,206259.4871,45_and_up,135151.5714,No,786.7633619,No,Female,By_16:00,0.748747657,0.645663375,9432,598.8887539,55.93853311,6816.144986,346.2518689,97.45843611,24.4722037,4.568,66274.99622,Yes,315660.5312,9.228378595,561.8367478,26.21669371,367.1164052,70,Social,11,165.0892004,0,Car,Student_or_Unemployed,Yes,0,383.1596171
Yellows,3,955.1895544,161427.4575,Below_30,101704.7393,Yes,562.583991,No,Female,By_16:00,0.22366359,0.49743812,6519,334.847484,33.39568735,5739.708248,172.1751702,6.008967198,18.29883832,7.481,45090.79294,Yes,257050.3466,1.882259245,507.001328,61.46530667,318.3965181,80,Healthcare,14,183.1903359,1,Foot_or_bicycle,Public_Sector,Yes,1,421.0422451
Browns,6,270.5154796,85165.49228,Below_30,8231.130127,No,1329.684693,No,Male,After_16:00,0.131565902,0.708893597,3964,859.3736768,54.17936929,11163.54797,414.7194519,34.27214038,29.31507593,12.036,106048.8725,No,892042.5868,5.621405146,944.4800616,21.08326252,90.17182653,90,Environment,11,711.4418909,3,Car,Services_or_Retail,No,0,923.6007546
Reds,9,927.3707922,204163.2103,30-45,95876.52207,Yes,828.453422,No,Female,After_16:00,0.026709857,0.274399111,,523.7159168,4.650987871,,617.4154684,77.38994614,22.88484033,7.108,66513.9733,Maybe,436205.0149,2.996558049,660.4581856,21.16933241,309.1235974,40,Foreign_Affairs,10,181.8077153,3,Public_or_other,Public_Sector,Yes,2,582.1265567
Turquoises,6,578.0578178,66137.95883,45_and_up,37330.55713,Yes,603.9831496,Yes,Male,By_16:00,0.96216179,0.011178388,5556,375.1861621,66.25737902,4182.795006,36.25701019,32.5077049,19.36972282,4.444,46521.61487,No,117815.2547,3.902475757,343.2422682,25.05215066,192.6859393,80,Healthcare,13,203.5895936,4,Motorcycle_or_truck,Hightech,Yes,1,463.9827537
Violets,2,69.7507076,13743.82249,30-45,573.8237037,Yes,1167.754193,No,Female,After_16:00,0.282872992,0.377431979,7361,914.4875028,78.92722567,7740.236538,905.836944,72.72910357,30.24049442,8.639,96345.8748,Yes,349430.1291,7.448466779,591.1261533,98.45802984,23.25023587,60,Financial,8,430.3186151,3,Motorcycle_or_truck,Services_or_Retail,Yes,2,571.2056508
Turquoises,6,269.210003,38778.81437,45_and_up,8152.40619,No,790.3457986,Yes,Female,By_16:00,0.372771374,0.598384171,6413,503.064511,57.51009558,5327.530226,184.4485612,97.53839877,22.42909965,3.587,61132.73435,No,186745.0837,7.326171247,432.1401204,20.96322756,89.73666766,60,Financial,8,111.7607487,3,Motorcycle_or_truck,Hightech,No,0,588.7474533
Turquoises,5,485.8605253,74910.81783,45_and_up,26400.8924,No,668.240263,Yes,Female,By_16:00,0.549149539,0.370191799,7953,418.9837247,32.8410042,5463.419442,539.0530352,93.52941292,20.46909194,2.047,52647.38434,No,213948.0613,9.707515491,462.5451992,25.15052094,161.9535084,70,Social,9,89.83608971,3,Foot_or_bicycle,Industry_or_other,No,0,489.8007817
Khakis,10,144.1846068,13874.54224,Below_30,2367.972739,No,561.5991336,Yes,Male,By_16:00,0.083974054,0.212479772,9304,367.1143846,87.24237164,3621.057511,578.5275251,5.353892152,19.16022924,0.696,43583.84303,Yes,83337.80187,7.928160848,288.6828742,26.06279957,48.0615356,70,Social,6,267.2153268,,Public_or_other,Student_or_Unemployed,Yes,0,404.6558001
Browns,4,54.9816287,14684.49287,,364.2138201,No,1102.901438,No,Female,After_16:00,0.829818725,0.906486021,5715,593.1613871,11.6816547,9198.722488,600.8139101,63.08128824,24.35490479,10.285,83564.87132,Yes,641985.4917,3.333118169,801.2399714,54.66248184,18.32720957,60,Financial,11,572.5198111,2,Public_or_other,Industry_or_other,Yes,1,977.8643842
Browns,6,150.1652154,46360.22104,Below_30,2565.565286,Yes,1321.977082,No,Female,After_16:00,0.791599566,0.599939648,6768,865.4453288,69.28675396,10992.73354,178.3279926,43.70683632,29.41845218,9.232,105701.8206,Yes,857817.3352,5.5821102,926.1842879,16.05657064,50.05507181,100,Education,14,689.8671946,0,Foot_or_bicycle,Student_or_Unemployed,No,0,900.9157151
Yellows,1,-46.13011527,,45_and_up,231.0663544,Yes,822.1776507,Yes,Male,After_16:00,0.195332868,0.996467847,6551,548.9206667,31.46251964,3941.449737,867.5239598,,23.42905603,7.449,62534.58409,Yes,80861.08755,3.625174717,284.3608404,54.343392,-15.37670509,90,Environment,15,242.4437976,2,Motorcycle_or_truck,Student_or_Unemployed,No,0,599.4259333
Blues,10,1092.397924,29339.63617,30-45,132966.7131,Yes,1080.897607,Yes,Female,After_16:00,0.526674442,0.373286824,9077,732.1495831,51.58260625,2270.039516,881.6019436,78.81555019,27.05826275,4.923,78981.38186,No,6492.175107,3.699419657,80.57403495,92.11695262,364.1326414,100,Education,16,580.751,3,Motorcycle_or_truck,Services_or_Retail,No,2,827.8111573
Greys,7,,131207.2064,30-45,65552.88328,No,794.491117,No,Male,By_16:00,0.402912115,0.07380669,3759,585.6398368,66.71349164,6306.311078,699.7601225,11.09667202,24.19999663,8.241,65519.72803,Maybe,263685.4753,6.689210306,513.5031405,53.88674922,255.5139318,40,Foreign_Affairs,6,110.1038917,0,Motorcycle_or_truck,Services_or_Retail,Yes,0,432.1298997
Khakis,8,207.090353,23881.55458,45_and_up,4844.187262,Yes,607.4778774,Yes,Male,By_16:00,0.976454931,0.960265374,5575,405.207146,75.12117708,4269.999092,884.1376931,88.95899835,,4.425,47874.86334,Maybe,119687.2699,9.726688804,345.95848,11.24181754,69.03011766,80,Healthcare,,199.2609022,1,Motorcycle_or_truck,Public_Sector,Yes,0,416.391196
Reds,9,772.6576236,118579.3697,45_and_up,66600.86403,No,739.4185424,Yes,Female,After_16:00,0.402328284,0.367949928,8401,452.0797883,85.89022078,5508.244211,90.32942564,3.48327409,21.26216801,3.599,57172.59773,Maybe,211975.9532,9.085777805,460.4084634,10.78845402,257.5525412,40,Foreign_Affairs,8,95.88824475,5,Public_or_other,Services_or_Retail,No,2,573.0117732
Pinks,9,392.6721978,91598.68,30-45,17273.27461,Yes,875.7500997,No,Female,By_16:00,0.135639287,0.944308027,7547,622.2178127,78.77151493,8242.538408,27.5831949,66.14023233,24.94429419,2.453,72979.7596,Yes,489734.4255,5.354946062,699.8102782,32.8690782,130.8907326,60,Financial,7,234.3774942,3,Public_or_other,Services_or_Retail,Yes,0,491.5460809
Pinks,5,184.2039897,19999.18136,30-45,3841.524645,No,628.131737,Yes,Male,By_16:00,0.444329509,0.2648849,9102,420.1958429,20.46766882,4097.516798,617.466493,95.17842694,20.49867905,0.898,49152.45458,No,106088.64,2.147398377,325.7125112,67.88584276,61.40132991,80,Healthcare,7,202.4845346,2,Foot_or_bicycle,Services_or_Retail,Yes,0,434.7684546
Browns,6,990.7288269,271056.421,30-45,109400.6439,No,985.2394213,No,Male,By_16:00,0.800675194,0.429226294,7365,569.381837,78.47133563,9346.552132,997.0094152,83.96733417,23.86172326,8.635,77476.80998,Maybe,673677.9137,9.948020545,820.7788458,99.0219258,330.2429423,60,Financial,8,432.3412981,3,Public_or_other,Hightech,Yes,1,781.4357668
Greys,4,158.971917,31225.47419,45_and_up,2870.998459,Yes,696.4194746,No,Female,By_16:00,0.923904443,0.517988701,8300,455.651684,19.71431095,6803.943048,702.8719813,13.31977427,21.34599925,3.7,56930.32404,Maybe,347232.0239,9.813464533,589.263968,91.47833781,52.99063898,40,Foreign_Affairs,10,109.438032,2,Public_or_other,Hightech,Yes,,454.8131243
Purples,2,290.9052667,60248.00618,Below_30,9509.84333,No,1208.077286,No,Female,By_16:00,0.260823578,0.419301307,6245,800.1719135,57.788831,7813.501141,941.6549837,62.77490717,28.28731011,9.755,94162.50608,Maybe,386033.2381,9.875150544,621.3157314,70.75441168,96.96842222,90,Environment,15,477.9441118,4,Motorcycle_or_truck,Student_or_Unemployed,No,,851.5819814
Browns,6,263.7444606,,Below_30,7826.930431,No,1428.782186,No,Female,By_16:00,0.368147661,0.71133561,8278,930.040365,77.45621756,11554.01852,843.8970891,6.656099088,30.49656317,7.722,113644.0215,Maybe,939724.2997,5.289315563,969.3937795,33.13608682,87.9148202,80,Healthcare,12,803.1102576,2,Car,Public_Sector,No,1,989.6129595
Greens,9,,39478.27438,Below_30,22642.12053,No,801.9637097,Yes,Male,By_16:00,0.233618424,0.509028715,9124,494.0627661,44.66904746,3621.05334,443.3556898,33.21273089,22.22752272,0.876,59225.9839,Yes,69323.08842,9.465359757,263.2927808,64.44764726,149.940588,60,Financial,8,286.8715162,0,Car,Public_Sector,No,0,661.9558843
Khakis,10,117.4609142,19255.0066,30-45,1582.161013,No,685.9621278,Yes,Male,By_16:00,0.730838933,0.107989206,6788,451.2525333,76.2127616,5820.312847,613.6568461,72.3367214,21.24270541,3.212,55070.68731,Yes,241848.3336,9.90045364,491.780778,80.47682836,39.15363808,90,Environment,8,62.77350794,2,Car,Industry_or_other,No,0,461.31354
Greens,8,325.2807333,32969.91407,30-45,,No,801.8205983,Yes,Female,After_16:00,0.503328749,0.528457482,6822,497.3362275,52.39106093,4035.422554,811.5217756,84.97574092,22.30103647,3.178,,Yes,92461.61164,9.528354669,304.0750099,4.352056771,108.4269111,80,Healthcare,13,245.3276435,2,Car,Student_or_Unemployed,Yes,1,647.620985
