Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score,Vote
8.0,89.22687218,1651.789945,0.0,924.3461484999999,0.0,439.20164860000006,1.0,0.0,0.0,0.35006061200000005,0.6935231340000001,9766.0,341.25320810000005,84.56921168,1237.873842,649.0591359,71.27470493,18.47304003,6.234,34064.30528,0.0,3084.3297789999997,1.748581289,55.5367426,17.61480549,29.74229073,90.0,1.0,11.0,532.6699603999999,2.0,0.0,4.0,1.0,0.0,253.0401741,1.0
7.0,684.2967682,63787.397260000005,2.0,52267.21748,1.0,548.28698,1.0,0.0,1.0,0.85466542,0.463353826,6255.0,286.1394357,97.52240251,3368.75842,896.4432389000001,79.17499938,16.91565653,3.745,39733.81794,1.0,78202.97867000001,0.091683012,279.64795489999995,94.10305838,228.0989227,90.0,1.0,10.0,308.1337147,3.0,0.0,0.0,1.0,0.0,525.5933848999999,11.0
4.0,497.55186660000004,52397.3578,0.0,27682.279510000004,1.0,552.9928915,1.0,1.0,0.0,0.7640428979999999,0.554383041,8932.0,366.2124659,71.89768688,3891.735226,596.3029188999999,52.26573709,19.13667855,1.068,43491.01896,1.0,99812.41533999999,1.013965576,315.9310294,,165.85062219999998,80.0,4.0,8.0,255.5884596,3.0,0.0,3.0,1.0,0.0,383.6171384,4.0
8.0,389.6018919,55834.058710000005,1.0,17005.38221,0.0,642.2637877999999,1.0,1.0,1.0,0.16011952599999998,0.756655709,9204.0,361.92125110000006,66.40048625,5023.158794,55.59351738,4.994737823,19.024228,0.7959999999999999,48845.44674,1.0,184841.2058,8.586558711,429.9316291999999,86.18703079,129.8672973,80.0,4.0,13.0,161.83981630000002,0.0,2.0,0.0,0.0,2.0,547.0829977999999,9.0
9.0,446.14495610000006,43561.271889999996,1.0,22274.86186,1.0,783.5259792,1.0,0.0,1.0,0.601642121,0.09468995699999999,4277.0,486.8500964,48.98881111,3902.878566,220.21957039999998,32.08280366,22.06467984,5.723,58466.78995,0.0,85800.85941,,292.91783730000003,51.89468905,148.71498540000002,90.0,1.0,12.0,246.00091569999998,3.0,3.0,1.0,1.0,0.0,632.1382173,2.0
7.0,342.3370656,11793.66374,1.0,13145.741970000001,0.0,355.4687214,1.0,0.0,0.0,0.29986983100000003,0.550364187,5121.0,249.16376830000002,59.73427163,1531.840841,591.4594893999999,45.75767429,15.78492218,10.879000000000001,27250.839139999996,0.0,10681.49751,6.23940493,103.3513305,51.27715291,114.11235520000001,60.0,2.0,12.0,535.6589202,4.0,0.0,3.0,0.0,1.0,241.7723938,1.0
7.0,949.6645777999998,18542.610109999998,0.0,100533.5338,1.0,463.48642300000006,1.0,1.0,0.0,0.090699984,0.44875567299999997,4523.0,346.5627171,79.17807123,1278.888362,111.99974920000001,57.04662646,18.61619502,11.477,35424.042369999996,0.0,3431.182072,4.769209237,58.57629274,39.82684761,316.55485930000003,60.0,2.0,11.0,511.7550231000001,2.0,0.0,4.0,1.0,0.0,,1.0
6.0,794.7171294999999,74746.28439,1.0,70449.9408,1.0,800.9655280000001,1.0,0.0,0.0,0.137836809,0.464005117,5560.0,497.7476143,44.65618185,3817.1137,387.97477680000003,57.67891237,22.31025805,4.44,59556.27911,2.0,79615.30796,2.190513241,282.16184710000005,,264.9057098,70.0,7.0,9.0,264.2435017,2.0,1.0,3.0,0.0,0.0,649.5529809,2.0
6.0,250.19536680000002,82178.61241,0.0,7048.700852,0.0,1335.351413,0.0,0.0,0.0,0.34785326200000005,0.49262108200000004,3856.0,855.8765373,34.83860998,11565.486190000001,251.3274471,40.71048417,29.25536767,12.144,106681.6284,0.0,970960.564,3.0969545519999997,985.3733119999999,35.16448112,83.39845559999999,70.0,7.0,12.0,741.463423,2.0,1.0,4.0,0.0,0.0,933.0503964,1.0
2.0,423.83762419999994,2466.6294989999997,0.0,20111.09384,0.0,430.4087805,1.0,1.0,1.0,0.580824944,0.908499389,,326.72654869999997,5.935941776,828.0456318,859.4561096000001,29.03283767,18.07557879,8.957,32626.943430000003,0.0,304.8255305,4.161395282,17.45925343,30.87197049,141.2792081,90.0,1.0,15.0,562.2540602999999,2.0,3.0,2.0,,0.0,269.2179226,1.0
9.0,1384.748776,329613.631,1.0,213530.3799,1.0,724.0210900000001,0.0,0.0,1.0,0.191333473,0.138267176,7881.0,452.3054294,12.97184778,8045.551584999999,170.7505544,71.87308837,21.26747351,6.119,59618.72621,1.0,509930.3445,8.426286574,714.0940726,39.68009611,461.58292539999997,90.0,1.0,14.0,219.5238591,2.0,3.0,0.0,1.0,0.0,491.0735926,0.0
7.0,263.9240652,39443.30062,1.0,7837.520490000001,0.0,668.0651623,1.0,0.0,1.0,0.6805567659999999,0.131568753,8960.0,417.2447581,47.05646599,5317.972361,954.348916,7.950064074,20.42656991,1.04,52396.16386,1.0,201016.1842,9.558249209,448.34828439999995,74.16625691,87.97468841,100.0,0.0,12.0,97.65912775,4.0,3.0,1.0,1.0,0.0,495.42010310000006,9.0
7.0,248.3155693,39162.708810000004,1.0,6943.952072,0.0,683.8882913,1.0,1.0,1.0,0.068184797,0.649677191,9765.0,397.2970277,72.84343417,5525.998002,143.2824538,48.13197595,19.93231115,0.235,52661.467560000005,1.0,223861.833,3.353554299,473.14039460000004,42.77512995,82.77185642,80.0,4.0,13.0,120.9749815,2.0,2.0,1.0,1.0,0.0,558.0138537,9.0
9.0,708.7222028,230306.4941,2.0,56055.92526,0.0,1439.6631810000001,0.0,1.0,0.0,0.909510545,0.425684656,5822.0,945.7737530999999,66.30218788,11640.35289,81.09010174,,30.75343482,10.177999999999999,114819.8919,1.0,950392.0635,5.900451443,974.8805381000001,94.40385005,236.24073430000004,80.0,4.0,10.0,810.2523037000001,,0.0,4.0,1.0,1.0,981.9574993999998,1.0
2.0,98.35988819,12863.64164,2.0,1117.749696,1.0,735.1042378999999,1.0,1.0,1.0,0.34057580600000004,0.42116386100000003,8304.0,466.691539,65.08156192,4856.824395000001,38.354791,59.2137652,21.60304467,1.696,56694.15558,2.0,153933.9177,5.529613532000001,392.3441317,16.49706927,32.7866294,90.0,1.0,14.0,123.9822571,5.0,1.0,4.0,1.0,0.0,551.6948791,9.0
4.0,75.09337373,12556.2573,1.0,661.5883222,0.0,738.8167354,0.0,,1.0,0.784683184,0.971652282,3312.0,498.4993989,94.41758376,6013.256561,419.3026638,14.35153529,22.327100100000003,6.688,59447.80625,2.0,251628.4195,1.097574853,501.62577630000004,55.20150214,25.03112458,90.0,1.0,9.0,20.112661199999998,3.0,1.0,4.0,0.0,1.0,480.0093975,4.0
7.0,250.9115279,83045.02856,2.0,7088.814377,0.0,1359.10981,0.0,1.0,0.0,0.81886301,0.902538993,5052.0,867.5740099999999,4.762062244,11664.34848,552.412322,13.90896945,29.45460932,10.948,108319.6166,2.0,985890.2170000001,9.35900881,992.9200456,57.35103437,83.63717595,60.0,2.0,12.0,766.7118206,2.0,0.0,1.0,1.0,1.0,958.0023926000001,1.0
1.0,606.7998353999999,105289.6401,2.0,41124.04886,0.0,696.5795972,0.0,1.0,0.0,0.659365561,0.828571242,9636.0,463.3434744,49.02142852,6132.174853,718.4529142000001,93.74889906,21.52541462,0.364,56382.52459,2.0,270971.0432,7.900861783,520.5487904,34.53724808,202.2666118,100.0,0.0,9.0,61.54793425,4.0,0.0,1.0,0.0,0.0,455.0311825,4.0
9.0,121.472606,11977.194,1.0,1690.0013149999997,1.0,593.5010495,1.0,1.0,0.0,0.09114174900000001,0.927909185,5853.0,477.9901563,53.91832956,3913.979089,367.4972414,68.71556439,21.86298599,10.147,49419.38679,2.0,87497.56762999999,1.7757167219999999,295.79987769999997,34.18108625,40.49086868,90.0,1.0,13.0,310.2532001,0.0,0.0,4.0,0.0,0.0,267.4598423,1.0
7.0,29.44884941,2814.378363,0.0,116.1756978,0.0,819.3509095,1.0,1.0,0.0,0.653269375,0.723538605,9725.0,510.7781671,78.48419149,3888.607257,628.297511,65.46776458,22.60040192,0.275,60961.32223,0.0,82199.80995,3.120719984,286.7050923,21.78317588,9.816283137000001,90.0,1.0,13.0,268.0335062,3.0,0.0,1.0,,0.0,661.9600997,2.0
5.0,250.8773757,33936.29035,1.0,7086.898865000001,0.0,688.819388,1.0,0.0,1.0,0.949747122,0.136934207,4395.0,454.2601368,28.06804364,4966.633156,213.78678829999998,96.99978866,21.31337929,5.605,54252.1931,0.0,164682.8016,2.2520150830000003,405.8112882,52.92612964,83.62579192,100.0,0.0,14.0,106.8304163,3.0,0.0,0.0,1.0,1.0,478.8082721,9.0
8.0,667.8185721,4666.989473,1.0,49786.12232,0.0,232.0585054,1.0,1.0,0.0,0.017938407,0.335101293,6998.0,245.4294389,3.6016263999999993,700.5111547,612.0192682999999,58.00329312,15.66618776,9.002,20408.236409999998,2.0,439.54077209999997,1.302998362,20.96522769,54.15217546,222.60619069999996,90.0,1.0,13.0,725.5749212000001,2.0,3.0,2.0,0.0,1.0,18.1509753,1.0
5.0,1799.5200989999998,552739.9095,2.0,360417.9052,1.0,1185.375858,0.0,1.0,1.0,0.7434224159999999,0.17201918,7725.0,709.0061852000001,65.90327243,10632.80097,194.6715598,4.010405252,26.62717006,,93321.26609,0.0,849123.2887,1.384199369,921.4788596000001,64.51788684,,100.0,0.0,15.0,624.2025472,4.0,2.0,1.0,1.0,3.0,910.2448116,0.0
8.0,332.0569628,104386.4692,0.0,12371.99972,1.0,1426.458701,0.0,1.0,0.0,0.469012234,0.491121849,5751.0,937.2557473999999,46.256845399999996,11305.40567,305.69971910000004,53.71624224,30.614632899999997,10.249,113489.4809,1.0,889417.6493,4.286259401000001,943.0894174,2.9759939060000002,110.68565430000001,100.0,0.0,14.0,784.3966148,4.0,0.0,3.0,0.0,0.0,977.2391736999999,1.0
3.0,199.9704597,45958.219039999996,1.0,4519.788457,0.0,869.3482535,0.0,0.0,1.0,0.679815886,0.689495693,3828.0,,50.77446215,8148.107862999999,599.9194165,36.11605763,25.033543899999998,6.172000000000001,72729.29432999999,1.0,475375.9442,0.887184185,689.4751223,32.31255,66.65681989,60.0,2.0,7.0,229.54110640000002,4.0,3.0,4.0,1.0,1.0,472.7805067,6.0
9.0,235.80311890000002,31695.468389999998,0.0,6266.72447,1.0,726.1385058,1.0,1.0,1.0,0.553850198,0.889012265,3186.0,504.810242,32.51062229,5042.069486,851.0142287999998,66.75691376,22.4679826,6.814,57888.283370000005,1.0,162606.4496,,403.2449003,84.21898528,78.60103963,90.0,1.0,15.0,103.7108411,0.0,1.0,1.0,1.0,0.0,462.969596,9.0
2.0,378.9856412,8799.191082,0.0,16095.23035,0.0,56.07053121,1.0,0.0,1.0,0.30990515399999996,0.14192466,,46.20723341,56.73725423,788.9467461,748.7277021000001,22.47177314,6.797590265,11.877,5226.543672,1.0,4851.57216,2.428798487,69.65322793,81.26526163,126.3285471,100.0,0.0,13.0,791.4006228,2.0,1.0,3.0,0.0,0.0,15.0373967,7.0
9.0,662.0722314,67369.00352,0.0,,1.0,575.6795893,1.0,1.0,0.0,0.831538056,0.552590118,8461.0,317.307115,61.40985023,3687.2571439999997,151.66899819999998,54.30427804,17.81311638,1.5390000000000001,42514.59296,2.0,93186.2876,2.089182721,305.2642914,30.70824174,220.6907438,60.0,2.0,7.0,267.704209,2.0,2.0,0.0,0.0,0.0,519.1535132,11.0
9.0,271.6175917,27799.80334,0.0,8297.885436,0.0,116.39228270000001,1.0,0.0,1.0,0.639036809,0.651917489,6922.0,71.71879076,27.243675899999996,3213.909177,187.1883576,69.34748003,8.46869475,9.078,11929.775109999999,1.0,94277.95817,5.262149111,307.0471595,64.18918532,90.53919725,60.0,2.0,8.0,655.8673584,2.0,0.0,0.0,1.0,0.0,42.28131016,7.0
10.0,545.8347361000001,60032.11636,1.0,33295.89593,0.0,637.2607616,1.0,0.0,0.0,0.894087847,0.542734895,9471.0,455.2876233,40.68616626,4210.041865,137.4137125,17.24512959,21.33746994,0.529,50979.4359,0.0,108864.7997,9.688773712,329.9466618,26.935387100000003,181.94491200000002,80.0,4.0,7.0,207.9305715,2.0,1.0,3.0,1.0,0.0,389.0144689,6.0
7.0,439.0974666999999,28226.95103,0.0,21579.31974,1.0,391.12423689999997,1.0,1.0,1.0,0.298998668,0.23530155,5460.0,342.6397928,27.47482064,2613.800233,266.684538,45.42235672,18.51053194,10.54,33608.9765,1.0,37191.918880000005,8.939671763,192.8520647,87.30321324,146.3658222,80.0,4.0,11.0,508.21843210000003,1.0,3.0,1.0,1.0,1.0,126.9264338,1.0
7.0,747.9898187000001,112671.5655,0.0,62424.74871,0.0,726.9238713,1.0,1.0,1.0,0.519684233,0.959595572,4608.0,439.37692869999995,4.715761682,5397.728422,788.3603754,0.062032555999999996,20.96131982,5.392,56001.97599,0.0,204211.3112,9.268567762,451.89745650000003,33.82239263,249.32993959999996,70.0,7.0,13.0,106.1050781,3.0,1.0,1.0,1.0,,572.5897797,9.0
9.0,506.75419960000005,53660.50039,2.0,28712.23127,0.0,561.4565625,1.0,0.0,0.0,0.44414296700000006,0.186261066,4123.0,364.5486704,53.13992721,3905.814994,651.084298,31.00648741,19.09315769,5.877000000000001,43837.710439999995,0.0,100915.3505,4.912968806,317.6717653,7.941059559,168.9180665,80.0,4.0,8.0,246.9060517,2.0,0.0,1.0,,0.0,403.19116510000003,4.0
8.0,229.37922949999998,30015.120810000004,0.0,5932.552065999999,0.0,628.7524503,1.0,0.0,1.0,0.33804003299999996,0.927900465,3566.0,388.6038089,94.905148,4702.818609,170.9110513,77.51029059,19.71303652,,48790.47737,2.0,154104.2165,3.066783955,392.56109910000004,25.2151652,76.45974315,70.0,7.0,11.0,156.11611069999998,2.0,3.0,1.0,0.0,1.0,479.50582479999997,9.0
4.0,608.3933758999999,81320.65603,1.0,41339.74222,1.0,693.2237539,1.0,1.0,0.0,0.009273535,0.021716702,3523.0,471.57072360000006,16.75695125,4953.079388,642.1625190000001,55.78775753,21.71567921,6.477,55063.24566,0.0,160796.0229,5.118736599,400.9937941,8.045308013,202.797792,100.0,0.0,16.0,111.46024309999999,4.0,2.0,2.0,0.0,1.0,457.4214465,9.0
7.0,256.2452169,36362.58733,1.0,7391.1496480000005,1.0,747.3856997,1.0,1.0,0.0,0.049701887,0.7519888920000001,8868.0,550.3085756,3.794993996,5357.780009,127.8933024,39.35214696,23.45865673,3.1319999999999997,60900.53515,1.0,181234.35600000003,5.527342465,425.7162858,98.13175346,85.4150723,40.0,3.0,10.0,120.8232175,2.0,3.0,4.0,0.0,4.0,419.0727061,3.0
10.0,618.2162037,64717.37375,2.0,42681.769239999994,1.0,567.8661534,1.0,0.0,0.0,0.29365440000000004,0.866454249,4099.0,386.0637111,70.20449126,3912.648814,902.9441434,5.596487643,19.64850404,5.901,44918.14883,2.0,98628.74611000001,8.07759492,314.0521392,56.13274542,206.0720679,90.0,1.0,10.0,249.88062830000004,1.0,1.0,4.0,0.0,0.0,378.00719889999993,6.0
3.0,141.3792801,15147.98581,1.0,2278.026519,0.0,596.2753161,1.0,1.0,1.0,0.343421125,0.6773649709999999,6335.0,392.870279,27.03156939,4000.069942,713.4257163999999,86.80160313,19.82095555,3.665,46579.22575,0.0,103319.1339,5.016813776,321.43293839999995,75.6635132,47.12642669,80.0,4.0,8.0,222.68491290000003,2.0,1.0,1.0,1.0,1.0,421.0975422,4.0
2.0,319.1925814,48092.39075,2.0,11436.8313,0.0,643.5586551,1.0,1.0,1.0,0.837999095,0.695366072,9045.0,,18.93679276,5434.998965999999,888.3920445,47.77131872,21.38845923,0.955,52866.77557,0.0,204310.0197,9.151236191,452.006659,68.38403824,106.39752709999999,80.0,4.0,10.0,142.0255091,4.0,0.0,2.0,0.0,0.0,373.27684,9.0
3.0,50.75801306,305.40083880000003,1.0,313.18332549999997,0.0,121.1969969,1.0,0.0,1.0,0.755043688,0.6574392370000001,3769.0,69.41056188,4.357604356,319.32513900000004,304.30229080000004,43.22341178,8.331300131,12.231,8478.134523,1.0,325.81699530000003,7.8152695229999996,18.05040153,85.91672233,16.91933769,80.0,4.0,10.0,752.8601725,3.0,2.0,2.0,0.0,0.0,113.844902,10.0
3.0,367.5613236,2083.000414,1.0,15143.77895,1.0,72.06497046,1.0,1.0,1.0,0.8862216340000001,0.364493588,7156.0,37.92569168,72.55855093,245.863864,,37.87349563,6.158383852999999,8.844,4989.735815999999,0.0,289.0424358,9.360375307,17.00124807,56.67745867,122.52044120000001,100.0,0.0,16.0,793.4657936000001,0.0,3.0,3.0,0.0,2.0,72.4634463,10.0
8.0,167.79730800000002,17631.82125,1.0,3194.369834,0.0,673.9963418,1.0,0.0,1.0,0.748042601,0.18108431600000002,6958.0,456.70391100000006,29.62396673,4065.750632,632.9141973999999,1.050800644,21.37063197,3.042,52541.50777,0.0,99372.65191,0.558838882,315.234281,32.89929139,55.93243601,90.0,1.0,15.0,193.36728430000002,1.0,1.0,0.0,0.0,0.0,462.87878770000003,9.0
6.0,161.1579773,50155.9906,0.0,2949.485287,0.0,1319.5809470000002,0.0,0.0,0.0,0.036921052,0.84518202,9698.0,859.687677,89.13889055,11056.050729999999,581.3461323,33.58745277,29.32043105,6.3020000000000005,105462.1454,1.0,871735.0702,2.108922424,933.6675372999999,92.33722808,53.71932577,100.0,0.0,16.0,693.8732722999999,3.0,3.0,0.0,0.0,1.0,904.9905679,1.0
4.0,544.6377458,67207.38325,2.0,33150.465260000004,1.0,672.3847873,1.0,0.0,1.0,0.37965197100000003,0.697385612,5605.0,462.5609624,,4627.071548,914.2824684000001,39.59344078,21.50723047,4.395,53374.9709,0.0,137044.3101,9.880404933,370.1949623,82.01287747,181.54591530000002,100.0,0.0,14.0,148.5936021,2.0,3.0,4.0,1.0,2.0,438.1208498,9.0
4.0,620.9416943,99275.09035,2.0,43057.934760000004,1.0,688.5541415,1.0,0.0,0.0,0.509919496,0.602956691,5013.0,401.43117689999997,13.69810491,5599.2107670000005,458.18036960000006,20.04678096,20.03574747,4.987,53116.205969999995,0.0,230049.5811,9.65908712,479.63484139999997,99.0185865,206.9805648,70.0,7.0,9.0,116.4694021,3.0,3.0,4.0,0.0,0.0,558.6051963,9.0
3.0,93.37826789,9645.393243,2.0,1009.959524,1.0,676.7353252,1.0,1.0,1.0,0.8675066920000001,0.823739199,8353.0,410.03625689999996,30.30634925,3918.8855869999998,732.4946609,64.33894297,20.24935201,1.6469999999999998,50799.75268,0.0,96026.42462,8.8037862,309.88130730000006,76.51449709999999,31.126089299999997,60.0,2.0,11.0,217.0098245,2.0,1.0,3.0,1.0,0.0,553.4291264,9.0
7.0,126.67376829999999,36614.62119,1.0,1835.140541,1.0,1302.7612689999999,0.0,0.0,1.0,0.656906762,0.8545951479999999,4867.0,874.6393749,28.42391762,10420.67655,971.7832785,71.06498105,29.57430261,11.133,104440.6315,2.0,751931.3985,6.9397849570000005,867.1397803,79.38672961,42.22458942,100.0,0.0,16.0,634.9227037,3.0,3.0,0.0,0.0,1.0,857.7437074,10.0
8.0,133.5101082,17131.97634,0.0,2035.053259,0.0,634.3599771,1.0,0.0,1.0,0.787191945,0.540644475,8381.0,394.86499669999995,12.01839172,4639.320836999999,478.54395889999995,57.78743471,19.87121025,1.619,49195.84046,2.0,148193.4966,1.5922839569999998,384.95908439999994,9.334986052,44.50336942,80.0,4.0,11.0,157.00279799999998,4.0,0.0,3.0,1.0,0.0,480.9711433,9.0
9.0,424.3387728,58652.36116,2.0,20158.49004,0.0,545.1265139999999,1.0,1.0,1.0,0.427521415,0.016404599,7678.0,285.32252,57.09697453,4717.263138,517.0304765999999,25.77716548,16.89149253,2.322,41231.07536,0.0,171944.4165,1.5657976690000002,414.6618098,16.47944322,141.4462576,100.0,0.0,12.0,231.1021703,1.0,0.0,4.0,1.0,0.0,493.7401301,9.0
8.0,146.8244542,1170.104107,1.0,2454.210411,0.0,287.1088612,1.0,1.0,1.0,0.6722151390000001,,5807.0,262.28902949999997,38.65263669,763.6603251,352.79969889999995,50.94717636,16.19533975,10.193,23627.82616,0.0,571.6032993,3.573897425,23.9082266,49.36902188,48.94148472,80.0,4.0,11.0,667.3263279,2.0,2.0,4.0,0.0,2.0,97.31582384,1.0
5.0,871.0970892000001,118434.2894,0.0,84612.60334,1.0,724.2688252,1.0,1.0,1.0,0.232612712,0.045365857999999995,6777.0,487.229887,20.25752263,5053.257335,770.1161159,2.107747225,22.07328446,5.223,57181.148570000005,1.0,166365.8955,7.527573157999999,407.8797561,,290.3656964,40.0,3.0,8.0,93.54282323,4.0,2.0,3.0,0.0,0.0,489.9479027,3.0
6.0,201.89553,28066.27588,0.0,4606.387957,1.0,629.9754985000001,1.0,1.0,1.0,0.037406882,0.21408835,5390.0,422.4504448,58.6040098,5015.316532,,3.666807129,20.55359931,4.61,50456.7755,0.0,173923.6663,7.47382897,417.0415642,56.40668664,67.29850999,100.0,0.0,12.0,141.1732855,1.0,3.0,1.0,1.0,0.0,,9.0
2.0,414.7341009,85559.5748,2.0,19259.84186,1.0,822.5220267000001,0.0,0.0,0.0,0.590446902,0.528458222,8820.0,561.7442244,81.41388809,7312.483369,186.65295509999999,59.55012979,23.70114395,3.18,67193.69399,0.0,383036.5813,5.089399645,618.8994921,60.1626466,138.2447003,40.0,3.0,8.0,134.3575267,1.0,0.0,0.0,1.0,1.0,510.124551,3.0
8.0,204.6140253,24731.97704,0.0,4730.082383,1.0,619.4945771,1.0,0.0,0.0,0.532336028,0.417195789,7829.0,276.4511481,56.31172075,4179.043318999999,511.2274205,21.46092393,16.62682014,4.171,,1.0,131488.9871,3.8781816630000003,362.6141022,64.6141446,68.20467512,30.0,5.0,6.0,312.02682200000004,1.0,2.0,1.0,1.0,0.0,668.8542673,5.0
10.0,169.59969819999998,56519.47812000001,0.0,3262.5396370000003,,1497.0463710000001,0.0,0.0,1.0,0.444022884,0.535486356,6337.0,997.1853927000001,54.92580042,11991.93777,727.0605383,80.25813093,31.57824239,9.663,119752.4723,0.0,999513.4561,5.116750193000001,999.7566983999999,77.56231038,56.53323275,60.0,2.0,11.0,863.8046047,2.0,1.0,2.0,1.0,2.0,999.2076950999999,1.0
1.0,196.75319380000002,16614.38446,1.0,4376.897648,1.0,812.7473511,1.0,0.0,0.0,0.721435962,0.42524189700000004,8026.0,518.249332,86.96579675,3569.781729,780.1587342,46.55358135,22.7650902,1.974,60532.073370000006,0.0,64175.23089,7.187965566,253.3283065,98.90328418,65.58439792,80.0,4.0,14.0,285.19879380000003,1.0,0.0,2.0,0.0,0.0,641.9802434,2.0
2.0,1056.1643869999998,78706.59513999999,0.0,124304.6339,1.0,696.7403121,,1.0,0.0,0.297770491,0.606068939,5424.0,526.1889639,21.77640712,3288.012725,553.2795126,95.53888575,22.93880912,8.576,55133.13551,2.0,49980.629460000004,2.3701557909999997,223.5634797,27.05405732,352.05479560000003,90.0,1.0,12.0,294.5846273,1.0,1.0,1.0,0.0,5.0,401.6277933,12.0
2.0,91.81800882,15639.77784,0.0,977.3334187999999,0.0,653.9572941,0.0,1.0,1.0,0.255239157,0.05177682,6880.0,431.78118499999994,18.34936121,5973.598422,30.06693558,93.36051203,20.77934515,3.12,53085.23397,1.0,261124.6845,9.506953552,511.00360520000004,27.05495157,30.60600294,70.0,7.0,10.0,99.42851761,2.0,0.0,4.0,1.0,1.0,428.5077342,9.0
5.0,522.6367318,75602.99401000001,0.0,30534.118169999998,1.0,713.4124517000001,1.0,0.0,1.0,0.64146781,0.173201071,4413.0,556.4532218999999,17.71404222,5452.612558,882.9203031,85.74983783,23.58926073,7.587000000000001,59677.30272000001,1.0,188330.4916,0.5561468820000001,433.9706114,13.22253514,174.2122439,30.0,5.0,8.0,183.4572553,3.0,1.0,4.0,0.0,1.0,338.4149818,5.0
4.0,244.68707569999998,8644.386676,1.0,6743.980696,0.0,272.4788768,1.0,0.0,1.0,0.327565697,0.526030811,7760.0,283.21636639999997,7.525175391,1626.282745,801.3948797999999,6.811287953,16.82903344,8.24,24780.39409,1.0,11232.82049,6.80893709,105.98500130000001,73.87986351,81.56235858,100.0,0.0,12.0,662.1683067000001,4.0,1.0,4.0,0.0,0.0,13.97129371,1.0
8.0,296.25823010000005,80594.59566,2.0,9860.857067,1.0,1108.964916,0.0,0.0,1.0,0.690000243,0.908540797,6600.0,648.4835337999999,45.71815019,9458.218382,282.41353369999996,4.990822496,25.46533985,9.4,86163.80215,1.0,666060.2301,8.745253026,816.1251314,42.38131635,98.75274337,90.0,1.0,14.0,521.6204627000001,4.0,0.0,3.0,1.0,0.0,887.4344443,1.0
1.0,67.75151315,18766.1535,2.0,542.6135638,1.0,1152.277863,0.0,0.0,1.0,0.525536274,,8351.0,837.4184167000001,69.02739657,9984.387111,533.4058739,30.8379615,28.93818268,,95632.97495,0.0,690486.2581,2.987665078,830.9550278,3.216706752,22.58383772,90.0,1.0,12.0,490.45534979999996,3.0,0.0,1.0,1.0,,631.0115712,10.0
3.0,798.3436548,136333.0772,1.0,71093.06912999999,1.0,672.4540324,0.0,0.0,1.0,0.53394286,0.908174018,4940.0,434.70170599999994,47.22894155,5992.500829,852.7062433,84.11355992,20.84950134,5.06,54065.01214,0.0,262461.2714,4.721852471,512.3097416999999,13.33323463,266.11455159999997,90.0,1.0,9.0,77.56773536,4.0,0.0,3.0,1.0,0.0,459.98304580000007,11.0
7.0,112.1899472,11841.40685,0.0,1445.906011,0.0,836.4572036000001,1.0,1.0,1.0,0.48804034799999996,0.9449003490000001,9072.0,530.9316744,15.08687632,4228.298615,,44.9728871,23.04195466,0.9279999999999999,62897.37372999999,2.0,100263.123,2.529738196,316.64352660000003,12.88054755,37.39664907,100.0,0.0,16.0,241.3798853,4.0,1.0,3.0,0.0,0.0,653.908688,2.0
5.0,199.7409869,,2.0,4509.5205320000005,1.0,698.1483218999999,1.0,1.0,1.0,0.140777506,0.053516419,5650.0,452.0123534,42.99398491,5823.698035,949.2753262,79.25235019,21.26058215,4.35,55662.89457999999,0.0,242031.8566,0.95895824,491.9673329,62.78392519,66.58032895,70.0,7.0,8.0,51.13146566,2.0,0.0,1.0,1.0,0.0,484.2809412,11.0
8.0,707.6131182999999,102907.9172,2.0,55881.01828,1.0,604.5883709,1.0,1.0,0.0,0.7608526390000001,0.466526149,8731.0,382.35736339999994,10.46423751,5127.603763,912.6357393999999,32.31382025,19.5539603,1.2690000000000001,47980.0417,1.0,190348.0074,6.626106924,436.2889036,51.37447738,235.87103939999997,60.0,2.0,10.0,149.3244976,3.0,1.0,4.0,0.0,1.0,433.6757069,9.0
8.0,297.82959460000006,30011.9021,2.0,9965.106243,0.0,850.6631613,1.0,1.0,1.0,0.275119619,0.386807587,3619.0,553.0854833999999,77.53321463,4129.232071,728.2853315000001,89.85800478,23.51776952,6.381,64228.20085,0.0,91388.98438,8.066498362,302.30611039999997,13.97932868,99.27653153,90.0,1.0,15.0,251.0304687,2.0,3.0,4.0,1.0,0.0,645.3112305,2.0
